2021-04-09;$ Aedge Group                 ;        ;SGD ;000.225;000.220;000.225;+00.000;0000015000;  000.210;  000.225;CATALIST     ;000.220;00000003300;XVG ;000.000;
2021-04-09;2ndChance W230307             ;        ;SGD ;000.000;000.000;000.003;+00.000;0000000000;  000.002;  000.003;MAINBOARD    ;000.000;00000000000;ZFSW;000.000;
2021-04-09;3Cnergy                       ;        ;SGD ;000.017;000.016;000.016;+00.000;0001070400;  000.016;  000.017;CATALIST     ;000.016;00000017127;502 ;000.000;
2021-04-09;8Telecom                      ;SUSP    ;SGD ;000.000;000.000;000.069;+00.000;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;AZG ;000.000;
2021-04-09;A-Smart                       ;        ;SGD ;000.240;000.210;000.210;-00.015;0000040400;  000.210;  000.230;MAINBOARD    ;000.240;00000008515;BQC ;000.000;
2021-04-09;A-Sonic Aero^                 ;        ;SGD ;000.580;000.560;000.575;+00.015;0000177300;  000.575;  000.580;MAINBOARD    ;000.560;00000101742;BTJ ;000.000;
2021-04-09;AAC 5xLongSG220630            ;        ;SGD ;000.000;000.000;000.003;-00.001;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DALW;000.000;
2021-04-09;AAC 5xLongSG230331            ;        ;SGD ;000.044;000.041;000.041;-00.002;0000080000;  000.040;  000.045;MAINBOARD    ;000.044;00000003370;DAFW;000.000;
2021-04-09;AAC 5xLongSG231214            ;        ;SGD ;000.000;000.000;000.272;+00.002;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DATW;000.000;
2021-04-09;AAC 5xShortSG220630           ;        ;SGD ;000.000;000.000;000.001;+00.000;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DASW;000.000;
2021-04-09;AAC 5xShortSG221201           ;        ;SGD ;000.000;000.000;000.006;-00.009;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DYDW;000.000;
2021-04-09;AAC 5xShortSG230825           ;        ;SGD ;000.385;000.370;000.385;+00.005;0000160000;  000.000;  000.515;MAINBOARD    ;000.370;00000060600;DWTW;000.000;
2021-04-09;ABF SG BOND ETF               ;        ;SGD ;001.174;001.171;001.174;+00.000;0000572470;  001.173;  001.178;MAINBOARD    ;001.174;00000671988;A35 ;001.174;
2021-04-09;ABR                           ;        ;SGD ;000.000;000.000;000.630;+00.000;0000000000;  000.635;  000.685;MAINBOARD    ;000.000;00000000000;533 ;000.000;
2021-04-09;ACH ADR US$                   ;        ;USD ;000.000;000.000;013.290;+00.000;0000000000;  000.800;  013.290;GLOBALQUOTE  ;000.000;00000000000;K3HD;000.000;
2021-04-09;AEI W210527^                  ;        ;SGD ;000.230;000.200;000.200;+00.000;0000067200;  000.200;  000.230;MAINBOARD    ;000.200;00000013860;CTPW;000.000;
2021-04-09;AEI^                          ;        ;SGD ;001.230;001.210;001.210;-00.040;0000068000;  001.210;  001.220;MAINBOARD    ;001.230;00000082925;AWG ;000.000;
2021-04-09;AEM                           ;CD      ;SGD ;004.190;004.090;004.110;-00.070;0004404900;  004.110;  004.120;MAINBOARD    ;004.180;00018160578;AWX ;000.000;
2021-04-09;AEM MB eCW210917              ;        ;SGD ;000.000;000.000;000.081;+00.000;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;VKEW;000.000;
2021-04-09;AF Global                     ;        ;SGD ;000.093;000.085;000.087;+00.002;0007264900;  000.087;  000.088;MAINBOARD    ;000.088;00000645068;L38 ;000.000;
2021-04-09;AGV                           ;        ;SGD ;000.025;000.022;000.022;+00.000;0026478700;  000.022;  000.023;CATALIST     ;000.022;00000615574;1A4 ;000.000;
2021-04-09;AIA 5xLongSG220225            ;        ;SGD ;000.240;000.225;000.225;+00.005;0000090000;  000.000;  000.000;MAINBOARD    ;000.240;00000021000;DPWW;000.000;
2021-04-09;AIA 5xShortSG220225           ;        ;SGD ;000.000;000.000;000.004;-00.003;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DAAW;000.000;
2021-04-09;AIA 5xShortSG240125           ;        ;SGD ;000.420;000.415;000.415;-00.030;0000080000;  000.000;  000.000;MAINBOARD    ;000.420;00000033400;DUXW;000.000;
2021-04-09;AIMS APAC Reit                ;        ;SGD ;001.360;001.340;001.360;+00.010;0000676600;  001.350;  001.360;MAINBOARD    ;001.350;00000915550;O5RU;000.000;
2021-04-09;AIMS Property                 ;        ;SGD ;000.000;000.000;001.250;+00.000;0000000000;  000.975;  001.360;MAINBOARD    ;000.000;00000000000;BVP ;000.000;
2021-04-09;ALIHLTH 5xLongSG220323        ;        ;SGD ;000.000;000.000;001.233;+00.108;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DUQW;000.000;
2021-04-09;ALIHLTH 5xLongSG231012        ;        ;SGD ;000.000;000.000;000.042;-00.001;0000000000;  000.042;  000.043;MAINBOARD    ;000.000;00000000000;DXZW;000.000;
2021-04-09;ALIHLTH 5xShortSG220216       ;        ;SGD ;000.000;000.000;001.747;-00.073;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DBBW;000.000;
2021-04-09;ALIHLTH 5xShortSG231012       ;        ;SGD ;000.000;000.000;000.007;-00.003;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DYMW;000.000;
2021-04-09;AMOS                          ;        ;SGD ;000.018;000.016;000.016;-00.001;0000006200;  000.016;  000.018;MAINBOARD    ;000.018;00000000106;RF7 ;000.000;
2021-04-09;AMTD IB OV                    ;        ;SGD ;000.000;000.000;013.400;+00.000;0000000000;  012.600;  015.900;MAINBOARD    ;000.000;00000000000;HKB ;000.000;
2021-04-09;AP Oil                        ;CD      ;SGD ;000.177;000.171;000.177;-00.003;0000122000;  000.177;  000.185;MAINBOARD    ;000.177;00000021404;5AU ;000.000;
2021-04-09;AP Strat W230130              ;        ;SGD ;000.000;000.000;000.001;+00.000;0000000000;  000.000;  000.001;CATALIST     ;000.000;00000000000;1H7W;000.000;
2021-04-09;AP Strat W230726              ;        ;SGD ;000.000;000.000;000.001;+00.000;0000000000;  000.000;  000.001;CATALIST     ;000.000;00000000000;FIAW;000.000;
2021-04-09;AP Strategic                  ;        ;SGD ;000.001;000.001;000.001;-00.001;0001250000;  000.001;  000.002;CATALIST     ;000.001;00000001250;5RA ;000.000;
2021-04-09;APAC Realty                   ;CD      ;SGD ;000.480;000.475;000.475;-00.005;0000048100;  000.475;  000.480;MAINBOARD    ;000.480;00000023080;CLN ;000.000;
2021-04-09;ARA HTrust USD                ;        ;USD ;000.535;000.525;000.525;-00.005;0000184800;  000.525;  000.530;MAINBOARD    ;000.530;00000097650;XZL ;000.000;
2021-04-09;ARA LOGOS Log Tr              ;CD      ;SGD ;000.745;000.735;000.745;+00.000;0003094900;  000.740;  000.745;MAINBOARD    ;000.740;00002292473;K2LU;000.000;
2021-04-09;AREIT 5xLongSG221208          ;        ;SGD ;000.071;000.071;000.071;-00.003;0000010000;  000.052;  000.080;MAINBOARD    ;000.071;00000000710;DXAW;000.000;
2021-04-09;AREIT 5xLongSG230404          ;        ;SGD ;000.000;000.000;000.234;-00.011;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DQAW;000.000;
2021-04-09;AREIT 5xShortSG221208         ;        ;SGD ;000.000;000.000;000.014;-00.006;0000000000;  000.000;  000.028;MAINBOARD    ;000.000;00000000000;DGBW;000.000;
2021-04-09;AREIT 5xShortSG231214         ;        ;SGD ;000.000;000.000;000.340;+00.005;0000000000;  000.000;  000.000;MAINBOARD    ;000.000;00000000000;DGEW;000.000;
